OverallQual,GrLivArea,YearBuilt,TotalBsmtSF,FullBath,HalfBath,GarageCars,GarageArea,SalePrice,price_for_sft
8,1404.0,1991,1216.0,4,2,1,690.0,292015.0,240.14391447368422
4,1396.0,1990,838.75,1,2,3,239.0,385333.25,307.03622550900263
3,1546.0,1948,838.75,4,1,3,239.0,385333.25,307.03622550900263
8,2179.0,1932,838.75,2,1,2,705.5,385333.25,307.03622550900263
7,2538.0,1950,838.75,3,1,1,314.0,303701.0,307.03622550900263
4,1373.0,1931,1733.0,4,0,1,239.0,385333.25,273.38949798038084
5,2234.0,1981,1263.0,1,2,3,239.0,385333.25,307.03622550900263
8,1230.0,1937,2599.5,1,0,2,705.5,157806.75,88.0267741633301
6,2318.0,1991,2190.0,3,1,2,620.0,227388.0,103.83013698630137
8,1905.0,1931,838.75,4,1,3,705.5,157806.75,245.24105011933173
8,1223.75,1931,838.75,3,0,3,505.0,276688.0,307.03622550900263
6,2800.0,1991,838.75,4,1,3,248.0,157806.75,295.93131868131866
4,2800.0,1980,838.75,3,2,3,300.0,157806.75,217.4044776119403
5,1223.75,1940,838.75,3,0,1,239.0,160031.0,307.03622550900263
8,1223.75,1939,2329.0,2,1,3,705.5,157806.75,88.0267741633301
5,2133.0,1981,838.75,4,0,3,705.5,159175.0,307.03622550900263
5,2387.0,1967,838.75,4,0,1,239.0,157806.75,219.08489208633094
8,2800.0,1940,2599.5,4,0,3,705.5,157806.75,88.0267741633301
3,1692.0,1949,1117.0,4,0,1,503.0,249201.0,223.09847806624887
8,2800.0,1991,1908.0,4,1,1,705.5,225432.0,118.15094339622641
7,2800.0,1931,2599.5,2,0,2,705.5,157806.75,88.0267741633301
8,2800.0,1953,1547.0,1,2,3,634.0,179287.0,115.89334195216549
8,1317.0,1984,2599.5,4,0,1,474.0,263090.0,88.0267741633301
3,2800.0,1951,838.75,3,1,1,308.0,179324.0,307.03622550900263
6,1683.0,1931,838.75,4,1,3,377.0,385333.25,307.03622550900263
5,1223.75,1988,2599.5,1,0,1,599.0,222077.0,88.0267741633301
7,2246.0,1981,1585.0,2,0,3,239.0,157806.75,88.0267741633301
8,2800.0,1931,2599.5,4,2,2,245.0,162223.0,88.0267741633301
8,1703.0,1991,838.75,1,1,3,533.0,385333.25,307.03622550900263
3,1223.75,1991,2599.5,1,1,2,705.5,261944.0,88.91513917175831
8,2800.0,1931,1853.0,1,2,1,705.5,385333.25,258.15920129519697
3,1223.75,1931,838.75,3,0,3,705.5,157806.75,152.17329093799682
6,1223.75,1931,1592.0,4,2,3,427.0,385333.25,278.16331658291455
8,2585.0,1947,2599.5,4,1,2,400.0,261940.0,97.41167720342135
3,2800.0,1961,838.75,2,0,1,239.0,157806.75,307.03622550900263
4,2336.0,1949,1196.0,1,0,3,472.0,385333.25,307.03622550900263
4,2800.0,1991,1059.0,1,2,3,239.0,385333.25,307.03622550900263
3,1223.75,1988,853.0,2,2,3,694.0,157806.75,88.0267741633301
7,1223.75,1991,838.75,2,0,2,541.0,157806.75,191.66927083333334
7,1223.75,1967,1605.0,2,2,2,705.5,271559.0,169.19563862928348
3,2800.0,1931,2599.5,2,2,2,239.0,157806.75,88.0267741633301
3,1413.0,1991,1308.0,1,1,3,705.5,157806.75,101.93807339449542
5,1223.75,1947,1447.0,1,1,1,705.5,385333.25,294.9702833448514
3,1732.0,1982,2599.5,2,1,3,409.0,385333.25,152.74991751897065
3,2800.0,1936,1009.0,2,2,1,239.0,231625.0,229.5589692765114
6,1223.75,1967,2599.5,4,2,1,328.0,337426.0,124.60339734121122
5,2416.0,1957,838.75,2,2,1,495.0,157806.75,232.71964285714284
8,2800.0,1934,838.75,1,0,3,619.0,314569.0,307.03622550900263
3,2800.0,1948,2599.5,3,0,1,705.5,385333.25,172.25208044382802
8,1223.75,1931,838.75,1,2,3,514.0,332847.0,307.03622550900263
5,1773.0,1991,1682.0,2,2,3,705.0,385333.25,260.885255648038
6,1223.75,1971,2599.5,2,1,1,567.0,157806.75,88.0267741633301
8,1937.0,1931,2583.0,3,1,3,239.0,246796.0,95.54626403406891
3,2800.0,1966,2460.0,4,1,1,634.0,179824.0,88.0267741633301
8,2527.0,1975,2238.0,4,2,1,372.0,157806.75,88.0267741633301
8,1223.75,1931,2512.0,3,1,1,481.0,210428.0,88.0267741633301
3,1485.0,1931,2599.5,3,2,2,436.0,157806.75,88.0267741633301
6,1896.0,1948,1658.0,2,0,1,539.0,183019.0,110.3854041013269
4,2800.0,1931,838.75,1,0,1,465.0,385333.25,307.03622550900263
3,2800.0,1959,900.0,4,1,3,573.0,385333.25,307.03622550900263
5,1223.75,1946,2599.5,2,1,3,705.5,157806.75,88.0267741633301
3,2800.0,1971,838.75,1,1,1,705.5,370280.0,307.03622550900263
6,2800.0,1991,2599.5,1,0,3,705.5,157806.75,88.0267741633301
3,2085.0,1960,2599.5,1,1,1,614.0,385333.25,154.45089955022488
3,1223.75,1976,838.75,4,1,2,584.0,189455.0,307.03622550900263
3,1774.0,1931,2076.0,2,2,2,239.0,183537.0,88.40895953757226
6,2726.0,1936,1769.0,4,0,3,705.5,385333.25,244.4737139626908
6,1697.0,1931,1707.0,3,2,2,239.0,157806.75,88.0267741633301
6,1223.75,1931,2003.0,4,1,2,663.0,385221.0,192.3220169745382
4,1906.0,1991,2599.5,1,1,3,239.0,217624.0,88.0267741633301
3,2800.0,1931,1512.0,3,2,1,465.0,157806.75,88.0267741633301
4,1223.75,1935,2599.5,4,0,1,541.0,226575.0,88.0267741633301
7,2800.0,1937,2095.0,4,2,2,239.0,157806.75,88.0267741633301
8,2165.0,1931,838.75,3,2,3,705.5,385333.25,307.03622550900263
7,1642.0,1988,1054.0,2,0,2,500.0,385333.25,307.03622550900263
8,2149.0,1931,1396.0,4,2,1,705.5,292339.0,209.41189111747852
4,1454.0,1932,2599.5,2,2,3,595.0,385333.25,141.49460960470435
8,1223.75,1931,838.75,4,0,2,699.0,270566.0,307.03622550900263
8,1223.75,1931,838.75,2,0,2,347.0,385333.25,307.03622550900263
3,1723.0,1991,838.75,3,2,1,705.5,157806.75,133.6898148148148
3,2800.0,1931,839.0,1,0,1,239.0,315092.0,307.03622550900263
8,1514.0,1991,1784.0,1,2,1,239.0,253097.0,141.87051569506727
3,1223.75,1978,2346.0,1,0,1,657.0,243609.0,103.84015345268543
7,2640.0,1991,838.75,3,1,3,705.5,268150.0,307.03622550900263
3,2800.0,1991,2599.5,3,2,1,705.5,374739.0,132.22971065631617
3,2200.0,1976,838.75,4,1,3,626.0,385333.25,307.03622550900263
8,1560.0,1931,838.75,1,1,2,239.0,261906.0,307.03622550900263
6,2173.0,1980,2599.5,3,0,3,704.0,157806.75,88.0267741633301
8,1223.75,1939,2013.0,4,1,1,705.5,157806.75,88.0267741633301
3,1770.0,1991,2188.0,2,0,1,638.0,385333.25,226.56307129798904
6,2800.0,1944,2599.5,4,1,1,239.0,209776.0,88.0267741633301
8,1223.75,1971,1588.0,1,1,2,705.5,238648.0,150.28211586901764
8,1552.0,1991,2599.5,2,0,2,393.0,207118.0,88.0267741633301
7,1903.0,1931,838.75,4,1,1,239.0,324878.0,307.03622550900263
8,2800.0,1931,2599.5,4,2,3,705.5,256118.0,88.0267741633301
8,2800.0,1991,2599.5,1,2,3,705.5,157806.75,88.0267741633301
3,2508.0,1931,2599.5,1,1,2,256.0,385333.25,136.66322378716745
3,1223.75,1991,2569.0,2,0,3,370.0,157806.75,88.0267741633301
8,2555.0,1950,1846.0,1,1,2,239.0,385333.25,265.45178764897076
7,1223.75,1967,2528.0,2,2,2,409.0,385311.0,152.4173259493671
4,1223.75,1931,2599.5,1,0,1,374.0,345078.0,100.7821261682243
4,2800.0,1991,1418.0,1,0,1,239.0,346019.0,244.01904090267982
4,2800.0,1962,1776.0,1,2,1,705.5,175292.0,98.70045045045045
3,1223.75,1964,2599.5,3,2,3,239.0,176864.0,88.0267741633301
8,2400.0,1991,1814.0,4,0,1,636.0,385333.25,248.4377067254686
8,2547.0,1970,2599.5,2,2,3,239.0,376486.0,110.99233490566037
4,2016.0,1972,2599.5,2,0,3,239.0,215099.0,88.0267741633301
5,2523.0,1991,960.0,1,1,1,239.0,385333.25,307.03622550900263
7,1952.0,1980,1903.0,1,2,3,280.0,164266.0,88.0267741633301
8,2800.0,1976,838.75,4,1,1,239.0,385333.25,307.03622550900263
3,2800.0,1991,2599.5,4,0,3,437.0,361390.0,122.42208672086721
8,2477.0,1991,2538.0,4,0,1,705.5,367941.0,144.9728132387707
8,2537.0,1991,2599.5,1,0,3,239.0,232941.0,88.0267741633301
7,2800.0,1991,2599.5,2,1,2,239.0,277529.0,103.40126676602087
4,1223.75,1931,1153.0,4,0,2,239.0,323350.0,280.44232437120553
3,1330.0,1991,838.75,2,1,3,705.5,157806.75,146.6015625
8,1223.75,1931,2599.5,3,0,3,705.0,174273.0,88.0267741633301
8,2800.0,1965,2599.5,3,0,3,239.0,335953.0,106.71950444726811
4,2800.0,1931,2438.0,1,0,1,673.0,157806.75,88.0267741633301
3,2624.0,1931,838.75,3,1,1,520.0,363695.0,307.03622550900263
3,2800.0,1991,2367.0,4,2,1,585.0,157806.75,88.0267741633301
7,2310.0,1952,1918.0,2,0,1,385.0,157806.75,88.0267741633301
4,1750.0,1931,1133.0,2,0,3,239.0,273287.0,241.20653133274493
5,1522.0,1991,1291.0,2,1,3,705.5,385333.25,307.03622550900263
8,1661.0,1965,2599.5,2,2,2,343.0,175464.0,88.0267741633301
4,1629.0,1933,1904.0,1,0,1,494.0,331406.0,174.0577731092437
3,2543.0,1971,838.75,1,0,1,705.5,385333.25,307.03622550900263
5,1964.0,1991,2599.5,4,2,3,577.0,385333.25,125.08420718144265
8,1223.75,1984,1989.0,4,0,3,239.0,184315.0,92.66716943187531
6,1642.0,1991,2251.0,4,2,3,239.0,307267.0,136.50244335850732
4,2800.0,1948,1826.0,4,0,3,424.0,328349.0,179.8187294633078
8,1559.0,1991,2599.5,3,0,1,239.0,385333.25,127.40366372260387
8,1412.0,1931,1287.0,1,2,3,325.0,212013.0,164.73426573426573
3,1595.0,1931,2599.5,4,2,1,456.0,227961.0,88.0267741633301
4,2800.0,1969,1686.0,2,0,3,573.0,303964.0,180.2870699881376
8,1223.75,1931,2287.0,1,2,3,239.0,245908.0,107.5242675994753
3,1223.75,1956,1039.0,3,0,1,239.0,337265.0,307.03622550900263
7,1223.75,1991,2054.0,3,2,3,525.0,157806.75,88.0267741633301
3,2292.0,1991,2289.0,4,0,3,239.0,373982.0,163.3822629969419
3,1389.0,1991,2366.0,4,0,3,658.0,184707.0,88.0267741633301
8,2800.0,1991,2349.0,2,0,3,705.5,372424.0,158.54576415495956
8,2478.0,1954,838.75,2,2,1,705.5,157806.75,132.58068614993647
3,1452.0,1972,1710.0,3,1,2,705.5,157806.75,88.0267741633301
8,2800.0,1931,1056.0,3,2,3,472.0,228331.0,216.22253787878788
3,1566.0,1931,2076.0,3,0,3,250.0,261399.0,125.91473988439306
8,2664.0,1981,838.75,4,2,1,705.5,385333.25,307.03622550900263
8,1223.75,1937,838.75,2,1,3,487.0,370634.0,307.03622550900263
4,2714.0,1931,838.75,2,0,3,705.5,178843.0,307.03622550900263
8,1223.75,1991,838.75,3,1,3,352.0,312309.0,307.03622550900263
8,1223.75,1973,838.75,1,2,1,239.0,385333.25,307.03622550900263
6,2800.0,1977,2599.5,4,1,1,705.5,278238.0,95.05910488554834
7,2790.0,1931,838.75,1,0,2,705.5,215125.0,307.03622550900263
3,1572.0,1931,1369.0,4,1,1,393.0,338302.0,247.11614317019723
8,1223.75,1991,2500.0,3,0,3,705.5,330383.0,132.1532
3,1223.75,1991,2599.5,3,1,1,705.5,187829.0,88.0267741633301
6,1223.75,1944,1765.0,1,1,1,239.0,307660.0,174.31161473087818
7,1223.75,1958,838.75,1,2,1,558.0,339568.0,307.03622550900263
3,1994.0,1931,2599.5,2,0,2,705.5,285587.0,105.07247976453274
8,1556.0,1932,2531.0,2,1,2,309.0,225053.0,88.91860924535757
3,1223.75,1991,1472.0,4,2,3,239.0,385333.25,278.8838315217391
3,2587.0,1966,838.75,3,1,3,239.0,157806.75,172.18170731707318
3,1761.0,1991,1624.0,1,1,1,239.0,317921.0,195.76416256157634
3,1223.75,1959,2599.5,1,0,2,361.0,385333.25,185.1457791000372
7,2800.0,1939,1912.0,2,1,2,662.0,364309.0,190.538179916318
3,1223.75,1978,2202.0,4,2,1,239.0,295388.0,134.14532243415078
7,1338.0,1971,1403.0,4,2,3,308.0,385333.25,282.89736279401285
7,1223.75,1972,2599.5,2,2,3,705.5,385333.25,160.0516151685393
7,1345.0,1938,2296.0,3,1,3,255.0,327719.0,142.734756097561
8,1223.75,1989,2034.0,2,1,1,554.0,232838.0,114.47295968534907
7,2635.0,1980,1206.0,1,0,3,663.0,385333.25,307.03622550900263
3,1223.75,1991,2187.0,4,1,3,367.0,185900.0,88.0267741633301
3,2800.0,1940,2599.5,1,2,3,698.0,183226.0,88.0267741633301
8,2403.0,1931,1071.0,1,2,3,239.0,327165.0,305.4761904761905
3,2800.0,1933,2189.0,3,0,3,705.5,197821.0,90.37048880767473
3,1223.75,1935,2599.5,2,2,1,633.0,384301.0,127.97236097236097
5,1223.75,1931,838.75,4,0,3,239.0,157806.75,286.363238512035
3,2738.0,1972,945.0,3,1,3,632.0,214053.0,226.51111111111112
3,2800.0,1931,1166.0,4,1,2,705.5,340311.0,291.86192109777016
8,2415.0,1991,1927.0,1,1,2,239.0,157806.75,88.0267741633301
3,1995.0,1958,2599.5,1,2,3,705.5,337771.0,97.90463768115941
5,1223.75,1959,2599.5,2,0,3,705.5,157806.75,88.0267741633301
4,2120.0,1938,838.75,2,0,1,239.0,285483.0,307.03622550900263
8,1223.75,1931,2044.0,2,0,2,475.0,157806.75,88.0267741633301
3,2650.0,1949,2599.5,2,2,3,376.0,157806.75,88.0267741633301
3,1983.0,1948,1350.0,1,2,2,601.0,385333.25,307.03622550900263
8,2628.0,1935,1568.0,4,1,3,696.0,385333.25,287.2595663265306
6,1547.0,1931,2479.0,3,0,2,476.0,385333.25,192.0516337232755
6,1617.0,1931,1667.0,3,1,2,239.0,316609.0,189.9274145170966
3,1235.0,1991,1375.0,3,2,2,239.0,302875.0,220.27272727272728
8,1223.75,1971,1131.0,2,1,3,705.5,157806.75,98.31476569407604
3,2800.0,1991,1426.0,3,2,1,705.5,198074.0,138.90182328190744
8,1223.75,1931,2210.0,1,2,2,239.0,385333.25,175.79502262443438
5,1356.0,1963,1480.0,1,1,2,702.0,369836.0,249.88918918918918
7,2797.0,1944,2599.5,4,0,1,283.0,385333.25,132.21416468993561
8,2800.0,1991,2599.5,1,1,1,244.0,385333.25,155.01410998552822
3,2800.0,1931,1201.0,1,0,3,303.0,157806.75,100.06161532056619
7,2800.0,1991,2599.5,3,1,3,705.5,385333.25,125.11735791090629
6,2332.0,1965,2535.0,3,2,2,586.0,385333.25,153.46666666666667
3,2317.0,1931,838.75,3,1,3,239.0,240655.0,307.03622550900263
5,1223.75,1938,985.0,2,0,1,362.0,190927.0,193.83451776649747
3,1551.0,1966,1477.0,2,1,1,705.5,157806.75,88.0267741633301
8,1460.0,1954,2599.5,3,0,3,705.5,385333.25,170.08978328173376
3,1223.75,1931,2599.5,1,1,3,705.5,176955.0,88.0267741633301
3,1740.0,1931,895.0,3,2,2,239.0,385333.25,307.03622550900263
8,1882.0,1989,838.75,4,2,2,626.0,258559.0,307.03622550900263
3,1675.0,1931,2599.5,1,1,2,519.0,385333.25,168.2528993640105
3,1223.75,1991,2231.0,2,0,2,564.0,201874.0,90.48588077095472
3,2800.0,1991,2209.0,3,0,3,705.5,157806.75,88.0267741633301
8,2800.0,1991,838.75,2,0,1,388.0,157806.75,307.03622550900263
7,2800.0,1944,2184.0,2,2,3,705.5,264120.0,120.93406593406593
5,2800.0,1963,1452.0,4,2,3,588.0,157806.75,88.0267741633301
8,2800.0,1931,838.75,2,2,1,546.0,187985.0,307.03622550900263
8,2800.0,1984,1506.0,2,2,1,705.5,157806.75,93.37051792828686
6,2800.0,1931,2599.5,2,0,3,239.0,372303.0,124.76642091152814
3,1543.0,1979,2224.0,1,0,3,660.0,157806.75,88.0267741633301
8,1929.0,1935,2599.5,1,2,1,306.0,157806.75,88.0267741633301
3,2800.0,1978,838.75,4,1,1,688.0,206996.0,307.03622550900263
5,2800.0,1931,2599.5,4,1,1,543.0,157806.75,88.0267741633301
8,2236.0,1991,838.75,2,1,3,705.5,330649.0,307.03622550900263
3,2800.0,1991,2599.5,4,1,3,705.5,304593.0,89.32346041055719
6,1302.0,1991,838.75,4,0,2,705.5,385333.25,307.03622550900263
8,1223.75,1931,1624.0,3,1,1,239.0,380661.0,234.39716748768473
3,1392.0,1941,2599.5,4,2,1,588.0,385333.25,141.79215270413573
8,1802.0,1988,2599.5,1,2,1,705.5,218467.0,88.0267741633301
3,1718.0,1931,839.0,1,1,3,705.5,385333.25,307.03622550900263
8,2800.0,1991,838.75,4,1,1,449.0,267274.0,307.03622550900263
6,1933.0,1991,1455.0,4,0,2,605.0,274690.0,188.79037800687286
5,2216.0,1991,2599.5,3,1,1,239.0,385333.25,171.1998562185478
8,2800.0,1959,1979.0,1,1,1,414.0,256600.0,129.66144517433048
7,1223.75,1991,2599.5,1,1,1,705.5,385333.25,168.65588752196837
6,1223.75,1962,1710.0,2,1,1,559.0,176011.0,102.93040935672515
8,2045.0,1931,1943.0,2,0,1,239.0,218638.0,112.5259907359753
4,2800.0,1940,2599.5,4,0,1,266.0,208512.0,88.0267741633301
8,1767.0,1991,2290.0,2,2,1,705.5,326764.0,142.69170305676855
3,1223.75,1991,2599.5,4,1,1,239.0,167202.0,88.0267741633301
8,1789.0,1954,1529.0,2,2,1,705.5,321548.0,210.29954218443427
6,1233.0,1937,838.75,1,2,3,446.0,306640.0,307.03622550900263
3,1223.75,1946,1657.0,1,1,2,239.0,212263.0,128.10078455039226
8,2036.0,1931,2599.5,3,0,1,318.0,273760.0,93.75342465753425
3,1228.0,1931,838.75,3,0,3,695.0,326698.0,307.03622550900263
4,2355.0,1971,2043.0,4,1,3,661.0,348456.0,170.56093979441997
8,2501.0,1931,838.75,3,1,3,360.0,385333.25,307.03622550900263
3,1389.0,1972,2599.5,1,2,1,288.0,157806.75,88.0267741633301
5,1237.0,1945,838.75,1,0,1,239.0,385333.25,307.03622550900263
4,1851.0,1985,838.75,1,0,2,239.0,289578.0,307.03622550900263
5,1223.75,1980,2599.5,1,2,2,705.5,157806.75,88.0267741633301
3,1223.75,1991,838.75,2,0,1,239.0,191756.0,307.03622550900263
5,1409.0,1991,838.75,1,0,1,705.5,341939.0,307.03622550900263
8,2800.0,1931,2599.5,4,2,3,618.0,157806.75,88.0267741633301
3,1491.0,1933,2133.0,1,2,3,705.5,334650.0,156.8917018284107
5,1223.75,1988,2599.5,1,1,1,239.0,221443.0,88.0267741633301
5,1223.75,1991,2599.5,3,2,3,666.0,329140.0,97.72565320665083
7,1777.0,1991,1046.0,3,1,3,239.0,164368.0,157.1395793499044
5,2800.0,1991,838.75,2,1,3,252.0,310023.0,307.03622550900263
3,2366.0,1931,838.75,4,0,1,239.0,385333.25,307.03622550900263
8,2108.0,1931,838.75,1,1,3,532.0,173197.0,307.03622550900263
4,2791.0,1991,1188.0,4,0,3,239.0,385333.25,307.03622550900263
3,1223.75,1991,2300.0,3,0,1,705.5,159263.0,88.0267741633301
3,2800.0,1991,2065.0,3,1,3,243.0,208037.0,100.74430992736077
7,1223.75,1991,1740.0,1,2,1,239.0,215439.0,123.81551724137931
3,1900.0,1984,838.75,2,2,3,705.5,188339.0,307.03622550900263
3,1770.0,1931,838.75,1,1,3,392.0,215983.0,307.03622550900263
8,1223.75,1931,1961.0,2,1,2,705.5,157806.75,88.0267741633301
4,1871.0,1991,2599.5,3,1,3,490.0,385333.25,155.86439545758182
3,1223.75,1991,1921.0,3,0,1,587.0,157806.75,88.0267741633301
6,2485.0,1931,838.75,4,1,1,705.5,162312.0,216.70493991989318
7,1253.0,1991,2599.5,2,2,1,705.5,157806.75,88.0267741633301
3,1302.0,1961,2282.0,2,1,2,414.0,165313.0,88.0267741633301
3,1223.75,1944,838.75,4,1,1,239.0,385333.25,307.03622550900263
8,1377.0,1931,838.75,3,1,3,705.5,385333.25,307.03622550900263
5,2800.0,1968,838.75,4,2,1,494.0,230014.0,307.03622550900263
3,2800.0,1991,1559.0,1,0,3,705.5,157806.75,88.0267741633301
5,2082.0,1931,838.75,4,2,1,488.0,199361.0,307.03622550900263
3,1223.75,1991,2599.5,1,0,1,705.5,385333.25,177.46697942980873
8,2800.0,1960,2599.5,2,0,1,705.5,333482.0,123.64923989618094
8,2800.0,1936,2599.5,1,0,3,286.0,157806.75,88.0267741633301
4,2800.0,1960,2599.5,2,1,3,705.5,231852.0,88.0267741633301
8,2800.0,1971,1166.0,4,1,3,705.5,282216.0,242.03773584905662
3,2800.0,1937,2599.5,4,2,1,601.0,157806.75,88.0267741633301
7,2800.0,1931,838.75,4,0,1,239.0,269367.0,307.03622550900263
7,2800.0,1931,838.75,1,1,1,705.5,157806.75,88.0267741633301
7,2217.0,1944,838.75,3,0,1,275.0,304733.0,307.03622550900263
7,2800.0,1957,2093.0,4,2,3,705.5,308803.0,147.54085045389394
3,2436.0,1935,1887.0,2,2,1,428.0,385333.25,213.1690514043455
4,1223.75,1991,2328.0,2,2,1,239.0,385333.25,208.5545532646048
3,2800.0,1975,2599.5,4,1,1,239.0,157806.75,88.0267741633301
6,2595.0,1945,838.75,1,0,1,609.0,157806.75,259.95548961424333
3,1223.75,1931,2056.0,1,1,3,705.5,162194.0,88.0267741633301
8,1524.0,1971,1068.0,4,1,1,239.0,385333.25,307.03622550900263
3,2202.0,1991,1073.0,2,0,2,705.5,210408.0,196.0931966449208
8,1268.0,1955,838.75,3,1,1,585.0,157806.75,181.73565217391305
8,2800.0,1931,838.75,3,1,1,705.5,157806.75,307.03622550900263
8,2800.0,1941,1171.0,2,2,3,239.0,206956.0,176.734415029889
6,1457.0,1969,2351.0,1,2,1,550.0,268049.0,114.01488728200766
3,1223.75,1957,2240.0,2,0,3,692.0,334838.0,149.48125
3,2253.0,1973,2599.5,4,1,2,239.0,310473.0,116.15151515151516
3,2800.0,1991,1058.0,2,1,3,705.5,351823.0,307.03622550900263
7,1223.75,1991,1401.0,3,1,1,239.0,159889.0,114.1249107780157
5,1620.0,1931,2505.0,1,0,3,366.0,157806.75,88.0267741633301
8,1223.75,1977,2599.5,2,1,3,239.0,180030.0,88.0267741633301
3,1223.75,1931,2365.0,4,1,1,239.0,157806.75,88.0267741633301
8,1223.75,1956,2052.0,3,0,3,514.0,344613.0,167.94005847953215
8,2086.0,1991,951.0,4,1,3,239.0,343568.0,307.03622550900263
7,1339.0,1979,838.75,3,2,1,424.0,385333.25,307.03622550900263
3,1223.75,1973,2515.0,4,0,1,239.0,385333.25,187.1590457256461
4,2800.0,1933,1579.0,1,0,2,239.0,157806.75,88.0267741633301
8,1447.0,1991,2585.0,2,2,1,239.0,219510.0,88.0267741633301
5,2800.0,1931,2599.5,1,1,2,451.0,221347.0,88.0267741633301
4,1223.75,1991,1098.0,4,2,1,239.0,157806.75,88.0267741633301
4,1330.0,1931,1112.0,2,1,2,239.0,385333.25,307.03622550900263
3,1223.75,1955,2242.0,2,2,2,425.0,385333.25,208.6342551293488
8,1455.0,1931,838.75,3,0,3,403.0,157806.75,176.62552594670407
5,1382.0,1959,1163.0,2,2,1,499.0,385333.25,307.03622550900263
8,1582.0,1931,838.75,1,1,3,239.0,214213.0,307.03622550900263
3,2800.0,1991,2599.5,2,0,1,705.5,324000.0,102.40202275600505
3,1514.0,1991,2599.5,1,0,3,239.0,332463.0,101.08330799635148
3,1540.0,1991,2599.5,2,2,3,416.0,385333.25,145.25902668759812
4,2800.0,1991,2547.0,4,2,1,429.0,332472.0,130.53474676089516
8,2800.0,1991,1578.0,2,1,2,239.0,264597.0,167.6787072243346
3,1978.0,1972,2599.5,3,2,1,705.5,188167.0,88.0267741633301
8,2800.0,1985,2599.5,4,0,3,239.0,385333.25,187.32891748675246
3,1223.75,1965,838.75,1,1,1,239.0,385333.25,307.03622550900263
7,1465.0,1931,2599.5,2,2,2,537.0,289781.0,92.05241423125794
3,1538.0,1957,838.75,3,0,1,305.0,157806.75,137.2173913043478
7,2134.0,1981,1653.0,1,1,2,705.5,385333.25,285.6999395039322
8,2800.0,1989,1291.0,2,2,2,239.0,179420.0,138.9775367931836
8,2800.0,1961,838.75,4,1,3,661.0,385333.25,307.03622550900263
8,2800.0,1991,2577.0,4,1,3,239.0,202779.0,88.0267741633301
3,2608.0,1991,2221.0,2,2,2,625.0,215392.0,96.979738856371
3,1677.0,1990,2599.5,2,2,3,624.0,157806.75,88.0267741633301
5,2800.0,1991,2599.5,3,1,1,705.5,385333.25,149.84702907711758
6,2511.0,1931,838.75,4,0,1,239.0,272053.0,307.03622550900263
3,2800.0,1979,1164.0,2,1,2,239.0,157806.75,121.16752577319588
3,1223.75,1991,2599.5,3,1,1,392.0,269458.0,88.0267741633301
